mapby,p,comm,size,latency,min,max,iterations,p50,p95,p99
socket,8,7,32768,31.70,23.96,64.41,1000,31.07,32.97,35.45
socket,8,7,65536,62.12,48.06,118.10,1000,62.09,64.62,66.43
socket,8,7,131072,125.29,96.05,239.25,1000,123.32,127.34,130.77
socket,8,7,262144,175.40,50.95,288.42,1000,174.03,193.00,202.08
socket,8,7,524288,370.15,83.77,630.16,1000,366.36,385.43,504.79
socket,8,7,1048576,697.84,193.39,1164.89,1000,696.11,721.18,732.44
socket,9,8,1,0.32,0.14,0.44,1000,0.28,0.58,0.67
socket,9,8,2,0.33,0.15,0.46,1000,0.28,0.59,0.70
socket,9,8,4,0.33,0.14,0.44,1000,0.28,0.58,0.68
socket,9,8,8,0.33,0.14,0.44,1000,0.29,0.59,0.70
socket,9,8,16,0.33,0.13,0.44,1000,0.28,0.59,0.69
socket,9,8,32,0.49,0.20,0.69,1000,0.35,0.64,0.81
socket,9,8,64,0.40,0.20,0.53,1000,0.37,0.68,0.79
socket,9,8,128,0.71,0.53,0.84,1000,0.67,0.99,1.15
socket,9,8,256,0.94,0.60,2.38,1000,0.90,1.20,1.37
socket,9,8,512,1.03,0.66,2.64,1000,1.00,1.33,1.44
socket,9,8,1024,1.29,0.75,3.11,1000,1.14,1.49,1.62
socket,9,8,2048,1.83,1.06,4.91,1000,1.80,2.17,2.32
socket,9,8,4096,3.86,2.49,7.68,1000,3.81,4.48,4.80
socket,9,8,8192,7.92,6.52,11.08,1000,7.64,8.38,8.87
socket,9,8,16384,16.59,14.05,28.39,1000,16.55,17.89,18.59
socket,9,8,32768,33.79,28.89,62.25,1000,33.72,35.92,37.54
socket,9,8,65536,67.82,58.61,130.16,1000,67.55,71.23,72.76
socket,9,8,131072,137.63,121.34,264.43,1000,135.52,140.74,143.80
socket,9,8,262144,194.82,52.41,322.66,1000,193.58,203.56,220.55
socket,9,8,524288,375.33,97.80,629.66,1000,373.52,397.86,408.25
socket,9,8,1048576,774.72,190.54,1315.27,1000,771.76,801.84,812.92
socket,10,9,1,0.41,0.25,0.74,1000,0.40,0.68,0.81
socket,10,9,2,0.42,0.25,0.71,1000,0.40,0.69,0.86
socket,10,9,4,0.42,0.26,0.73,1000,0.40,0.70,0.82
socket,10,9,8,0.43,0.28,0.78,1000,0.41,0.69,0.83
socket,10,9,16,0.49,0.33,0.80,1000,0.43,0.72,0.85
socket,10,9,32,0.48,0.37,0.79,1000,0.46,0.79,0.94
socket,10,9,64,0.49,0.35,0.72,1000,0.47,0.79,0.95
socket,10,9,128,0.77,0.58,1.00,1000,0.75,1.07,1.28
socket,10,9,256,1.01,0.66,2.70,1000,0.99,1.28,1.47
socket,10,9,512,1.12,0.72,3.15,1000,1.09,1.36,1.57
socket,10,9,1024,1.22,0.78,3.60,1000,1.18,1.50,1.69
socket,10,9,2048,1.85,1.09,5.58,1000,1.80,2.18,2.38
socket,10,9,4096,3.89,2.31,8.28,1000,3.83,4.63,5.01
socket,10,9,8192,7.84,3.84,11.58,1000,7.80,8.61,9.04
socket,10,9,16384,16.64,7.30,28.13,1000,16.55,18.03,19.94
socket,10,9,32768,34.10,14.06,63.69,1000,34.00,36.13,37.68
socket,10,9,65536,68.95,27.68,136.32,1000,68.70,72.17,73.73
socket,10,9,131072,139.97,55.48,279.69,1000,138.01,143.25,146.32
socket,10,9,262144,263.86,45.16,458.39,1000,261.61,273.26,290.20
socket,10,9,524288,507.11,83.15,891.19,1000,505.00,516.51,601.06
socket,10,9,1048576,979.14,161.24,1723.94,1000,978.98,996.21,1004.12
socket,11,10,1,0.47,0.23,0.98,1000,0.43,0.73,0.88
socket,11,10,2,0.47,0.23,0.97,1000,0.44,0.72,0.82
socket,11,10,4,0.49,0.22,1.12,1000,0.44,0.72,0.93
socket,11,10,8,0.50,0.23,1.06,1000,0.47,0.75,0.90
socket,11,10,16,0.49,0.23,1.04,1000,0.45,0.71,0.87
socket,11,10,32,0.53,0.29,0.94,1000,0.48,0.80,0.96
socket,11,10,64,0.54,0.32,0.97,1000,0.50,0.81,0.94
socket,11,10,128,0.79,0.51,1.20,1000,0.76,1.11,1.28
socket,11,10,256,1.01,0.58,2.98,1000,0.97,1.28,1.40
socket,11,10,512,1.11,0.67,3.46,1000,1.08,1.36,1.50
socket,11,10,1024,1.21,0.75,4.15,1000,1.15,1.50,1.78
socket,11,10,2048,1.76,1.08,6.08,1000,1.72,2.06,2.24
socket,11,10,4096,3.99,2.67,9.00,1000,3.94,4.73,5.23
socket,11,10,8192,8.22,5.71,13.07,1000,8.17,9.06,9.86
socket,11,10,16384,17.04,10.57,30.41,1000,16.97,18.31,19.80
socket,11,10,32768,35.38,20.99,66.39,1000,35.29,37.36,38.99
socket,11,10,65536,71.96,41.75,142.28,1000,71.72,74.90,76.28
socket,11,10,131072,148.07,84.84,293.77,1000,145.46,152.36,158.58
socket,11,10,262144,232.95,52.89,398.89,1000,231.12,253.90,260.86
socket,11,10,524288,552.46,86.77,979.76,1000,549.66,564.81,665.10
socket,11,10,1048576,983.82,170.70,1760.05,1000,978.40,1015.96,1130.01
socket,12,11,1,0.47,0.14,1.05,1000,0.43,0.76,0.88
socket,12,11,2,0.43,0.15,1.05,1000,0.37,0.68,0.87
socket,12,11,4,0.45,0.18,1.10,1000,0.42,0.66,0.75
socket,12,11,8,0.46,0.14,1.07,1000,0.40,0.72,0.82
socket,12,11,16,0.45,0.14,1.07,1000,0.41,0.67,0.76
socket,12,11,32,0.50,0.24,1.01,1000,0.46,0.79,0.89
socket,12,11,64,0.50,0.17,0.91,1000,0.43,0.78,0.86
socket,12,11,128,0.80,0.53,1.27,1000,0.79,1.06,1.21
socket,12,11,256,1.03,0.52,3.45,1000,0.98,1.34,1.52
socket,12,11,512,1.09,0.56,4.02,1000,1.07,1.31,1.46
socket,12,11,1024,1.18,0.65,4.56,1000,1.15,1.41,1.57
socket,12,11,2048,1.78,0.95,7.11,1000,1.74,2.11,2.34
socket,12,11,4096,4.53,2.15,10.15,1000,4.28,5.10,5.82
socket,12,11,8192,9.31,7.02,14.07,1000,9.28,10.16,11.62
socket,12,11,16384,19.04,15.15,34.43,1000,18.99,20.47,21.87
socket,12,11,32768,38.91,29.57,77.81,1000,38.77,41.27,42.70
socket,12,11,65536,78.94,58.17,166.22,1000,77.90,81.85,84.67
socket,12,11,131072,159.00,117.53,334.93,1000,157.67,164.98,172.42
socket,12,11,262144,253.30,53.23,437.73,1000,250.82,274.90,284.65
socket,12,11,524288,546.28,83.96,976.72,1000,543.32,564.46,669.12
socket,12,11,1048576,1119.20,163.08,2005.09,1000,1113.57,1147.58,1299.21
socket,13,12,1,0.49,0.18,0.89,1000,0.45,0.74,0.87
socket,13,12,2,0.49,0.17,0.95,1000,0.45,0.75,0.80
socket,13,12,4,0.48,0.17,0.97,1000,0.46,0.71,0.80
socket,13,12,8,0.58,0.17,1.11,1000,0.46,0.78,0.89
socket,13,12,16,0.51,0.19,0.92,1000,0.47,0.78,0.91
socket,13,12,32,0.54,0.21,0.97,1000,0.50,0.81,0.92
socket,13,12,64,0.55,0.23,0.98,1000,0.52,0.82,0.94
socket,13,12,128,0.86,0.54,1.25,1000,0.81,1.18,1.30
socket,13,12,256,1.10,0.58,3.75,1000,1.05,1.40,1.58
socket,13,12,512,1.19,0.66,4.29,1000,1.16,1.48,1.54
socket,13,12,1024,1.28,0.71,4.98,1000,1.23,1.59,1.71
socket,13,12,2048,1.87,1.15,7.53,1000,1.82,2.21,2.35
socket,13,12,4096,4.72,2.44,10.99,1000,4.48,5.33,5.90
socket,13,12,8192,10.00,7.34,15.36,1000,9.96,11.05,11.79
socket,13,12,16384,20.87,17.34,40.06,1000,20.77,22.61,24.43
socket,13,12,32768,42.34,36.86,88.35,1000,42.21,45.25,47.28
socket,13,12,65536,87.14,74.61,191.54,1000,84.93,89.59,114.45
socket,13,12,131072,171.80,147.44,377.63,1000,171.57,177.86,181.04
socket,13,12,262144,268.88,52.38,472.01,1000,267.71,286.99,300.26
socket,13,12,524288,530.79,99.51,937.85,1000,529.78,554.65,563.54
socket,13,12,1048576,1205.58,170.18,2187.22,1000,1203.01,1236.37,1266.87
socket,14,13,1,0.84,0.31,1.55,1000,0.77,1.11,1.26
socket,14,13,2,0.87,0.32,1.63,1000,0.82,1.16,1.34
socket,14,13,4,0.87,0.29,1.65,1000,0.81,1.16,1.22
socket,14,13,8,0.87,0.30,1.64,1000,0.81,1.16,1.21
socket,14,13,16,0.87,0.29,1.66,1000,0.81,1.17,1.27
socket,14,13,32,0.91,0.33,1.69,1000,0.86,1.20,1.28
socket,14,13,64,0.94,0.33,1.73,1000,0.87,1.22,1.40
socket,14,13,128,1.24,0.65,1.88,1000,1.19,1.55,1.76
socket,14,13,256,1.45,0.70,4.35,1000,1.40,1.78,2.00
socket,14,13,512,1.57,0.76,4.93,1000,1.51,1.91,2.15
socket,14,13,1024,1.63,0.82,5.73,1000,1.58,2.00,2.30
socket,14,13,2048,2.34,1.26,8.67,1000,2.29,2.75,3.03
socket,14,13,4096,5.20,3.00,11.98,1000,4.82,5.89,6.53
socket,14,13,8192,10.46,5.36,16.97,1000,10.38,11.51,12.84
socket,14,13,16384,21.32,9.85,41.59,1000,21.23,22.99,24.51
socket,14,13,32768,43.37,18.73,89.01,1000,42.82,45.74,47.14
socket,14,13,65536,90.47,37.95,195.93,1000,87.43,91.88,102.14
socket,14,13,131072,176.56,72.27,393.83,1000,176.34,182.03,184.52
socket,14,13,262144,360.55,45.12,651.79,1000,357.86,372.75,435.28
socket,14,13,524288,569.56,97.50,1015.87,1000,568.27,595.04,603.88
socket,14,13,1048576,1340.07,171.77,2467.76,1000,1340.68,1369.82,1396.65
socket,15,14,1,0.91,0.37,1.55,1000,0.88,1.17,1.39
socket,15,14,2,0.89,0.36,1.46,1000,0.85,1.16,1.35
socket,15,14,4,0.89,0.35,1.48,1000,0.87,1.15,1.27
socket,15,14,8,0.90,0.35,1.52,1000,0.87,1.15,1.32
socket,15,14,16,0.89,0.34,1.52,1000,0.87,1.13,1.21
socket,15,14,32,0.96,0.38,1.56,1000,0.92,1.18,1.32
socket,15,14,64,0.96,0.39,1.63,1000,0.93,1.19,1.39
socket,15,14,128,1.37,0.62,2.61,1000,1.36,1.74,1.97
socket,15,14,256,1.62,0.66,5.64,1000,1.61,1.98,2.10
socket,15,14,512,1.68,0.73,5.83,1000,1.62,2.12,2.28
socket,15,14,1024,1.84,0.76,7.00,1000,1.71,2.22,2.31
socket,15,14,2048,2.52,1.11,10.61,1000,2.47,3.13,3.36
socket,15,14,4096,5.45,1.80,15.36,1000,5.29,6.56,7.35
socket,15,14,8192,11.13,5.43,18.81,1000,11.06,12.22,13.59
socket,15,14,16384,22.96,14.58,43.68,1000,22.65,24.68,25.95
socket,15,14,32768,46.41,28.29,97.08,1000,46.01,49.45,51.27
socket,15,14,65536,94.21,56.12,204.30,1000,93.04,97.32,105.82
socket,15,14,131072,197.32,112.55,420.26,1000,197.49,204.96,208.27
socket,15,14,262144,387.02,44.40,704.81,1000,384.32,398.83,441.59
socket,15,14,524288,746.57,83.17,1368.93,1000,747.01,758.85,764.06
socket,15,14,1048576,1474.99,162.21,2706.42,1000,1471.88,1494.00,1647.31
socket,16,15,1,1.01,0.42,2.95,1000,0.99,1.33,1.47
socket,16,15,2,1.02,0.43,2.98,1000,0.99,1.35,1.46
socket,16,15,4,1.04,0.42,3.00,1000,1.01,1.35,1.49
socket,16,15,8,1.04,0.41,2.96,1000,1.00,1.35,1.48
socket,16,15,16,1.05,0.41,3.02,1000,1.01,1.36,1.51
socket,16,15,32,1.12,0.48,3.35,1000,1.10,1.42,1.59
socket,16,15,64,1.12,0.49,3.26,1000,1.09,1.46,1.59
socket,16,15,128,1.55,0.78,5.57,1000,1.53,1.87,2.04
socket,16,15,256,1.79,0.81,8.64,1000,1.76,2.10,2.23
socket,16,15,512,2.05,1.02,9.49,1000,1.85,2.17,2.32
socket,16,15,1024,1.96,0.86,9.98,1000,1.94,2.23,2.36
socket,16,15,2048,2.79,1.29,13.95,1000,2.69,3.37,3.87
socket,16,15,4096,6.91,4.40,21.71,1000,6.53,7.82,8.95
socket,16,15,8192,14.05,11.37,35.10,1000,13.98,15.38,17.35
socket,16,15,16384,27.21,21.46,66.48,1000,26.93,29.32,30.74
socket,16,15,32768,52.24,40.82,126.20,1000,52.05,55.62,57.99
socket,16,15,65536,104.50,80.26,249.52,1000,102.80,107.71,113.05
socket,16,15,131072,208.71,158.42,481.17,1000,205.98,226.62,237.34
socket,16,15,262144,329.68,53.48,591.89,1000,326.54,355.06,361.24
socket,16,15,524288,730.15,84.12,1342.72,1000,727.15,751.31,861.25
socket,16,15,1048576,1497.79,164.51,2760.54,1000,1491.06,1547.19,1679.19
socket,17,16,1,0.89,0.27,1.45,1000,0.86,1.15,1.27
socket,17,16,2,0.90,0.28,1.46,1000,0.87,1.18,1.42
socket,17,16,4,0.90,0.31,1.42,1000,0.88,1.19,1.34
socket,17,16,8,0.91,0.32,1.43,1000,0.89,1.18,1.31
socket,17,16,16,0.90,0.31,1.42,1000,0.88,1.17,1.31
socket,17,16,32,0.96,0.34,1.50,1000,0.94,1.22,1.38
socket,17,16,64,0.97,0.34,1.50,1000,0.94,1.24,1.34
socket,17,16,128,1.34,0.72,2.12,1000,1.32,1.62,1.76
socket,17,16,256,1.59,0.79,5.18,1000,1.56,1.85,1.94
socket,17,16,512,1.69,0.88,5.85,1000,1.68,1.95,2.05
socket,17,16,1024,1.75,0.91,6.72,1000,1.72,2.01,2.24
socket,17,16,2048,2.61,1.38,10.40,1000,2.54,3.14,3.49
socket,17,16,4096,7.18,5.34,15.11,1000,6.29,7.87,8.89
socket,17,16,8192,13.67,11.79,20.65,1000,13.59,15.08,16.29
socket,17,16,16384,27.42,23.68,53.26,1000,27.30,29.90,31.43
socket,17,16,32768,55.28,47.85,124.96,1000,53.99,58.35,73.68
socket,17,16,65536,109.15,97.92,247.09,1000,108.11,113.56,117.48
socket,17,16,131072,216.59,196.31,501.79,1000,216.23,223.08,227.26
socket,17,16,262144,437.86,44.84,801.01,1000,434.28,448.52,562.09
socket,17,16,524288,840.11,82.70,1550.90,1000,838.10,852.18,953.00
socket,17,16,1048576,1742.69,173.46,3248.62,1000,1736.24,1799.90,1898.40
socket,18,17,1,1.00,0.47,1.63,1000,0.98,1.33,1.49
socket,18,17,2,1.00,0.50,1.59,1000,0.97,1.33,1.42
socket,18,17,4,1.00,0.48,1.54,1000,0.99,1.31,1.48
socket,18,17,8,1.00,0.48,1.59,1000,0.98,1.32,1.47
socket,18,17,16,1.01,0.48,1.59,1000,0.99,1.34,1.46
socket,18,17,32,1.06,0.51,1.69,1000,1.05,1.35,1.55
socket,18,17,64,1.07,0.51,1.66,1000,1.05,1.37,1.48
socket,18,17,128,1.42,0.78,2.45,1000,1.39,1.78,2.00
socket,18,17,256,1.62,0.82,5.39,1000,1.60,1.95,2.02
socket,18,17,512,1.74,0.89,5.97,1000,1.70,2.05,2.16
socket,18,17,1024,1.77,0.96,6.98,1000,1.73,2.09,2.24
socket,18,17,2048,2.79,1.53,10.83,1000,2.69,3.42,3.63
socket,18,17,4096,6.44,3.51,15.49,1000,6.31,7.85,8.77
socket,18,17,8192,13.47,5.64,22.03,1000,13.39,15.29,16.50
socket,18,17,16384,27.17,10.99,54.01,1000,26.75,29.72,31.47
socket,18,17,32768,54.59,20.41,127.68,1000,53.34,58.11,77.32
socket,18,17,65536,107.14,40.24,248.12,1000,107.03,112.06,114.88
socket,18,17,131072,215.16,79.80,517.52,1000,214.74,221.53,226.10
socket,18,17,262144,365.53,53.76,660.37,1000,363.99,390.60,398.93
socket,18,17,524288,738.56,99.94,1351.54,1000,737.77,763.75,779.26
socket,18,17,1048576,1893.40,189.64,3551.12,1000,1891.35,1954.90,2063.85
socket,19,18,1,1.02,0.47,1.63,1000,0.99,1.33,1.50
socket,19,18,2,1.03,0.45,1.68,1000,1.00,1.32,1.46
socket,19,18,4,1.02,0.46,1.60,1000,0.97,1.37,1.52
socket,19,18,8,1.02,0.45,1.69,1000,1.02,1.31,1.44
socket,19,18,16,1.03,0.46,1.62,1000,1.00,1.34,1.50
socket,19,18,32,1.06,0.45,1.76,1000,1.06,1.34,1.47
socket,19,18,64,1.08,0.54,1.76,1000,1.07,1.39,1.53
socket,19,18,128,1.40,0.85,2.39,1000,1.37,1.72,1.95
socket,19,18,256,1.66,0.90,5.85,1000,1.62,1.94,2.14
socket,19,18,512,1.78,0.95,6.57,1000,1.75,2.09,2.26
socket,19,18,1024,1.81,1.00,7.40,1000,1.78,2.13,2.35
socket,19,18,2048,2.86,1.70,11.59,1000,2.84,3.41,3.63
socket,19,18,4096,6.55,4.17,16.49,1000,6.25,7.83,8.84
socket,19,18,8192,13.26,8.19,23.52,1000,13.26,15.11,16.10
socket,19,18,16384,26.79,15.04,56.02,1000,26.68,29.63,31.31
socket,19,18,32768,55.38,29.53,127.58,1000,52.90,57.18,62.72
socket,19,18,65536,108.87,58.74,252.86,1000,107.96,114.83,118.82
socket,19,18,131072,231.45,115.75,538.76,1000,231.18,240.66,244.59
socket,19,18,262144,481.47,45.96,889.15,1000,477.94,493.33,601.88
socket,19,18,524288,920.57,85.15,1714.56,1000,920.61,937.92,943.98
socket,19,18,1048576,1838.11,164.61,3428.96,1000,1837.93,1866.87,1911.66
socket,20,19,1,1.01,0.50,1.63,1000,0.96,1.35,1.51
socket,20,19,2,1.00,0.48,1.63,1000,0.98,1.31,1.50
socket,20,19,4,0.97,0.47,1.58,1000,0.96,1.33,1.52
socket,20,19,8,1.01,0.50,1.62,1000,0.99,1.33,1.53
socket,20,19,16,1.01,0.50,1.62,1000,0.98,1.36,1.52
socket,20,19,32,1.06,0.51,1.69,1000,1.04,1.39,1.56
socket,20,19,64,1.06,0.52,1.66,1000,1.04,1.36,1.57
socket,20,19,128,1.34,0.74,2.53,1000,1.32,1.72,1.86
socket,20,19,256,1.56,0.79,6.03,1000,1.52,1.85,2.05
socket,20,19,512,1.68,0.87,6.76,1000,1.65,1.99,2.19
socket,20,19,1024,1.71,0.88,7.64,1000,1.67,2.07,2.25
socket,20,19,2048,2.68,1.26,11.76,1000,2.60,3.31,4.36
socket,20,19,4096,6.31,4.29,17.34,1000,6.19,7.79,9.08
socket,20,19,8192,13.17,10.80,24.35,1000,13.12,15.37,16.36
socket,20,19,16384,25.96,19.23,60.24,1000,25.79,29.31,30.75
socket,20,19,32768,54.58,38.53,140.80,1000,52.80,58.07,109.56
socket,20,19,65536,107.12,76.05,268.77,1000,106.75,114.29,119.33
socket,20,19,131072,250.92,156.34,566.49,1000,252.41,263.78,269.22
socket,20,19,262144,511.16,47.23,947.37,1000,507.35,523.03,657.66
socket,20,19,524288,983.29,86.60,1838.77,1000,982.28,998.70,1014.29
socket,20,19,1048576,2145.52,186.26,4042.96,1000,2122.36,2329.98,2428.71
socket,21,20,1,1.00,0.48,1.51,1000,0.97,1.34,1.50
socket,21,20,2,1.00,0.52,1.62,1000,0.96,1.36,1.50
socket,21,20,4,0.99,0.50,1.49,1000,0.97,1.36,1.46
socket,21,20,8,1.01,0.51,1.60,1000,0.97,1.40,1.56
socket,21,20,16,1.02,0.51,1.52,1000,0.99,1.40,1.51
socket,21,20,32,1.06,0.52,1.56,1000,1.02,1.42,1.58
socket,21,20,64,1.08,0.55,1.58,1000,1.06,1.45,1.57
socket,21,20,128,1.40,0.83,3.32,1000,1.38,1.74,1.94
socket,21,20,256,1.59,0.84,6.56,1000,1.57,1.90,2.06
socket,21,20,512,1.70,0.96,7.40,1000,1.68,2.02,2.16
socket,21,20,1024,1.75,1.02,8.45,1000,1.72,2.06,2.24
socket,21,20,2048,2.61,1.41,12.72,1000,2.56,3.11,3.68
socket,21,20,4096,6.04,3.87,18.28,1000,5.91,7.47,8.66
socket,21,20,8192,13.48,11.05,25.99,1000,13.35,15.73,16.68
socket,21,20,16384,26.60,23.44,63.13,1000,26.47,30.34,31.89
socket,21,20,32768,55.21,47.28,147.43,1000,53.06,58.43,74.70
socket,21,20,65536,110.35,95.14,289.06,1000,109.86,116.07,120.14
socket,21,20,131072,222.95,190.11,596.16,1000,222.15,232.26,239.66
socket,21,20,262144,534.86,46.70,994.22,1000,531.61,546.72,648.73
socket,21,20,524288,1030.03,86.32,1925.03,1000,1025.91,1048.20,1219.80
socket,21,20,1048576,2037.86,164.87,3824.07,1000,2037.82,2072.28,2221.21
socket,22,21,1,1.19,0.52,1.94,1000,1.17,1.57,1.77
socket,22,21,2,1.19,0.51,1.84,1000,1.19,1.57,1.72
socket,22,21,4,1.20,0.52,1.88,1000,1.19,1.55,1.79
socket,22,21,8,1.17,0.51,1.78,1000,1.16,1.55,1.71
socket,22,21,16,1.21,0.51,1.81,1000,1.21,1.57,1.69
socket,22,21,32,1.23,0.59,1.87,1000,1.22,1.60,1.74
socket,22,21,64,1.27,0.61,1.91,1000,1.25,1.65,1.84
socket,22,21,128,1.56,0.78,4.03,1000,1.53,1.97,2.26
socket,22,21,256,1.81,0.89,7.19,1000,1.79,2.21,2.42
socket,22,21,512,1.95,0.94,7.93,1000,1.92,2.36,2.54
socket,22,21,1024,1.96,0.96,8.64,1000,1.90,2.32,2.62
socket,22,21,2048,2.88,1.74,12.22,1000,2.82,3.42,3.81
socket,22,21,4096,6.60,4.66,19.24,1000,6.23,8.10,9.33
socket,22,21,8192,13.51,6.86,27.18,1000,13.42,15.83,16.94
socket,22,21,16384,27.03,11.61,64.70,1000,26.89,30.13,32.22
socket,22,21,32768,57.45,23.27,148.80,1000,54.46,60.63,109.07
socket,22,21,65536,109.83,43.50,294.40,1000,108.72,115.67,121.54
socket,22,21,131072,223.25,87.46,606.25,1000,222.48,233.07,242.05
socket,22,21,262144,572.21,47.69,1064.11,1000,566.91,583.50,715.39
socket,22,21,524288,933.35,100.78,1726.38,1000,932.87,963.86,977.93
socket,22,21,1048576,2377.24,186.56,4480.56,1000,2367.82,2504.63,2609.18
socket,23,22,1,1.16,0.48,2.09,1000,1.14,1.52,1.69
socket,23,22,2,1.12,0.41,2.08,1000,1.09,1.46,1.61
socket,23,22,4,1.18,0.43,2.10,1000,1.15,1.55,1.75
socket,23,22,8,1.15,0.40,2.06,1000,1.13,1.49,1.64
socket,23,22,16,1.18,0.50,2.03,1000,1.16,1.50,1.68
socket,23,22,32,1.19,0.44,1.98,1000,1.16,1.55,1.69
socket,23,22,64,1.29,0.54,2.16,1000,1.25,1.63,1.92
socket,23,22,128,1.61,0.75,4.92,1000,1.60,1.96,2.17
socket,23,22,256,1.77,0.85,7.93,1000,1.77,2.09,2.26
socket,23,22,512,1.91,0.87,8.86,1000,1.88,2.26,2.46
socket,23,22,1024,1.98,0.88,9.72,1000,1.97,2.32,2.46
socket,23,22,2048,2.85,1.60,14.79,1000,2.82,3.32,4.14
socket,23,22,4096,6.26,4.35,20.29,1000,6.10,7.64,9.39
socket,23,22,8192,13.80,9.37,28.65,1000,13.56,15.94,17.09
socket,23,22,16384,27.58,16.66,74.17,1000,27.14,30.88,36.37
socket,23,22,32768,54.78,31.73,152.36,1000,54.26,59.08,64.55
socket,23,22,65536,117.14,63.69,305.18,1000,117.14,124.78,128.96
socket,23,22,131072,248.95,128.54,635.54,1000,248.40,258.57,263.11
socket,23,22,262144,589.41,47.47,1100.36,1000,581.66,614.02,769.66
socket,23,22,524288,1152.20,87.36,2166.65,1000,1141.22,1275.42,1377.69
socket,23,22,1048576,2213.50,164.47,4174.34,1000,2211.52,2248.48,2281.86
socket,24,23,1,1.16,0.43,2.16,1000,1.12,1.55,1.80
socket,24,23,2,1.17,0.41,2.18,1000,1.14,1.55,1.71
socket,24,23,4,1.15,0.42,2.13,1000,1.12,1.53,1.75
socket,24,23,8,1.15,0.42,2.08,1000,1.12,1.51,1.75
socket,24,23,16,1.15,0.45,2.12,1000,1.13,1.52,1.69
socket,24,23,32,1.20,0.46,2.13,1000,1.17,1.53,1.82
socket,24,23,64,1.23,0.46,2.21,1000,1.19,1.59,1.86
socket,24,23,128,1.57,0.73,4.87,1000,1.55,1.87,2.11
socket,24,23,256,1.76,0.80,8.24,1000,1.72,2.10,2.35
socket,24,23,512,1.87,0.87,9.18,1000,1.86,2.21,2.36
socket,24,23,1024,1.94,0.89,10.31,1000,1.89,2.25,2.46
socket,24,23,2048,2.95,1.49,14.70,1000,2.89,3.44,4.37
socket,24,23,4096,6.79,3.71,20.72,1000,6.47,7.93,9.30
socket,24,23,8192,14.31,11.23,30.09,1000,14.16,16.80,18.46
socket,24,23,16384,28.96,23.59,79.34,1000,28.26,32.28,49.95
socket,24,23,32768,58.43,45.15,158.55,1000,57.43,62.87,66.30
socket,24,23,65536,118.26,88.68,324.54,1000,117.44,126.78,131.68
socket,24,23,131072,268.09,176.42,676.27,1000,269.73,284.67,290.91
socket,24,23,262144,488.64,54.23,906.58,1000,485.39,515.39,521.84
socket,24,23,524288,1084.13,95.23,2034.38,1000,1079.52,1135.53,1261.73
socket,24,23,1048576,2594.87,181.46,4934.75,1000,2588.20,2732.65,2840.80
socket,25,24,1,1.07,0.47,2.02,1000,1.04,1.41,1.73
socket,25,24,2,1.07,0.43,2.05,1000,1.05,1.40,1.73
socket,25,24,4,1.05,0.46,1.91,1000,1.03,1.32,1.65
socket,25,24,8,1.05,0.47,1.89,1000,1.03,1.39,1.71
socket,25,24,16,1.06,0.45,1.89,1000,1.04,1.32,1.49
socket,25,24,32,1.10,0.48,2.09,1000,1.07,1.41,1.67
socket,25,24,64,1.12,0.47,2.09,1000,1.09,1.42,1.83
socket,25,24,128,1.47,0.65,4.61,1000,1.43,1.82,2.16
socket,25,24,256,1.63,0.74,8.38,1000,1.60,1.85,2.13
socket,25,24,512,1.75,0.78,9.16,1000,1.74,2.01,2.27
socket,25,24,1024,1.87,0.83,10.16,1000,1.77,2.10,2.38
socket,25,24,2048,2.81,1.46,15.14,1000,2.74,3.37,4.22
socket,25,24,4096,6.84,3.66,21.00,1000,6.69,8.29,10.21
socket,25,24,8192,14.81,10.82,32.26,1000,14.42,17.15,18.78
socket,25,24,16384,29.54,23.92,83.83,1000,28.86,33.30,47.36
socket,25,24,32768,59.39,52.33,163.52,1000,59.03,64.09,68.88
socket,25,24,65536,121.27,110.06,343.60,1000,120.95,128.19,131.38
socket,25,24,131072,237.81,215.61,701.12,1000,237.10,248.12,253.51
socket,25,24,262144,649.47,48.40,1218.51,1000,637.89,738.96,853.36
socket,25,24,524288,1229.52,86.03,2322.46,1000,1225.05,1254.52,1407.20
socket,25,24,1048576,2693.54,181.05,5118.02,1000,2684.75,2854.39,2978.81
socket,26,25,1,1.22,0.41,1.98,1000,1.21,1.60,1.79
socket,26,25,2,1.24,0.46,2.03,1000,1.24,1.64,1.91
socket,26,25,4,1.23,0.42,2.05,1000,1.22,1.57,1.98
socket,26,25,8,1.26,0.45,2.05,1000,1.25,1.65,1.94
socket,26,25,16,1.27,0.46,2.09,1000,1.25,1.64,2.02
socket,26,25,32,1.27,0.47,2.04,1000,1.27,1.64,1.82
socket,26,25,64,1.32,0.46,2.07,1000,1.30,1.74,2.02
socket,26,25,128,1.72,0.67,6.03,1000,1.71,2.16,2.35
socket,26,25,256,1.87,0.72,8.82,1000,1.86,2.28,2.47
socket,26,25,512,1.96,0.79,9.40,1000,1.94,2.36,2.55
socket,26,25,1024,2.05,0.82,10.93,1000,2.01,2.40,2.65
socket,26,25,2048,3.03,1.51,15.80,1000,2.93,3.66,4.57
socket,26,25,4096,6.65,3.64,23.22,1000,6.30,7.72,10.20
socket,26,25,8192,14.00,6.16,32.76,1000,13.76,16.49,17.89
socket,26,25,16384,28.49,11.37,83.98,1000,27.79,31.83,46.99
